Clean_Signal,Noisy_Signal,Class
-0.0505484625268847,0.120107723587492,0
-0.0224224419269663,-0.00767339221163277,0
0.430269113463417,1.16384464540307,1
0.101930171211201,0.100857450357568,0
1.4629211944098,2.9113766528207,1
0.0450519649053515,0.629904380072174,1
0.175263861848136,2.869955179808,1
0.0771144596780409,-2.4703791328868,1
0.0736908480424482,-0.0135642711221142,0
0.114674440922442,1.70639598199636,1
-0.0913593000001079,-0.112355445992388,0
-0.172902822353671,-3.65261807419744,1
-0.0622827021996814,0.0989668199113253,0
-0.0159905446138252,-0.15820287606269,0
-0.40503716807084,-0.397726714422467,0
-0.0224224419269663,-0.0683796981123726,0
2.38780479421035,1.39506995244809,1
-0.183282716169668,-0.262009734011708,0
0.0219085784854942,-0.0365886784545753,0
2.37374879433387,4.55926039217297,1
0.147868193298757,1.60134823979397,1
0.0456332990175976,-0.0118407303025053,0
0.0703651384942035,0.113789074350971,0
0.355641009054089,0.20934007643216,1
0.290828190239286,0.75055217765109,1
-0.166352864937193,1.95058050706748,1
2.41126106700846,5.00280992971168,1
0.476768875333294,-0.122466378255759,1
0.248161540426084,1.15658212052982,1
-0.120424388359052,-1.13818706667591,1
0.0391887219710793,2.61699191387834,1
2.45380884656439,1.58864919597728,1
1.37629025402442,-0.422382016135274,1
0.174856163699583,1.37812311993197,1
-0.183282716169668,-0.165515278421839,0
-0.147753595306474,-1.1530657895277,1
-0.0300694088604869,-0.00767339221163277,0
0.146446713180318,-1.0117060792447,1
2.43941311717962,1.69888939355089,1
0.0852309893206503,0.123088803311641,0
0.698494637269558,1.86929951489054,1
-0.0365886784545753,-0.0508541059872252,0
-0.0970502285336047,-0.176317259588422,0
0.123438484205293,1.43014348124961,1
0.0565725493664447,0.0527609087193212,0
0.374702201561769,0.931873252256335,1
-0.130142463639009,1.38550715596822,1
-0.275750507467692,-0.165515278421839,0
-0.059855418060403,-0.0563030750465808,0
-0.0232231533377587,-0.0451966597096425,0
0.0675513204041403,0.127874179308221,0
2.49685781920094,3.19126537267302,1
0.015913216690651,0.167989079834421,0
-0.231919533515541,-0.40503716807084,0
-0.138264539689645,-0.187915679892869,0
-0.04962771958318,-1.39187048557266,1
-0.153792288279072,-0.176317259588422,0
0.50288100777019,2.26819006601362,1
0.0714756086104658,-1.12713981611453,1
0.204110905595125,0.947919621972001,1
-0.0300694088604869,-0.0274748247583666,0
0.224434182050082,0.102538108537428,1
0.0835212368708465,-1.37809321960141,1
2.26161126418786,2.47025343152149,1
-0.0980538914394958,-0.0563030750465808,0
0.318481576667991,-2.42247717482342,1
-0.0365886784545753,0.0487148896408128,0
2.33541696097529,0.91056858521659,1
2.53775942828046,1.45537230878899,1
-0.0815756276965248,-0.0020292598060723,0
0.217841036075039,1.00018977414337,1
-0.0020292598060723,-0.0362192989384949,0
-0.136228468605535,-0.382188003669881,0
-0.012312740928292,0.0318457828934623,0
2.52157016269013,3.42884366201026,1
0.169542005352018,0.252134152510628,1
-0.0403135453469754,-0.138264539689645,0
2.51629824101763,1.49097585661928,1
2.01689019227418,1.98184027195533,1
0.382067866405426,0.145776811683202,1
0.755131916260752,0.324064194903913,1
-0.0964289797325833,-0.429984883622128,1
0.167989079834421,0.123088803311641,0
-0.136228468605535,-0.31209524815319,0
1.88702767306788,0.304131832844961,1
0.211565769323353,0.674198754526563,1
-0.0244164138737239,-0.169464851942631,0
0.0955455122985228,1.68790531117784,1
0.311417290690978,1.1862788041506,1
0.178004563492078,-3.05490780186953,1
-0.00340250504133801,-0.102023774960332,0
-0.0135642711221142,0.000459911641232874,0
-0.0177048930657199,0.012472102087625,0
0.37241886655185,1.95797916408833,1
0.182410019157793,-2.59117710885703,1
1.97205250857799,2.09518084905072,1
0.149611043439724,-0.396467857477399,1
1.4274453479743,1.74449763905676,1
1.50078523475926,0.798624253966692,1
-0.0292953440632684,-0.0622654959827554,0
0.0111018874406854,0.0456332990175976,0
0.0267063667352834,-1.34421586845682,1
-0.0274748247583666,-0.0820214620628628,0
-0.186999918869708,-0.3130162432022,0
-0.0341953547637541,-0.0851590453870264,0
0.00842507001149669,-0.400443370899041,1
0.466879566963871,1.73050065647045,1
1.47855300081915,3.52349203976205,1
-0.100076741496838,-0.125337818922375,0
1.90224950741476,4.03642561587032,1
1.74869602618846,1.84012437992414,1
-0.0836436632904125,-0.186999918869708,0
-0.0882732380806292,-0.0836436632904125,0
-0.133485699586458,-0.0853905615921666,0
0.0203170036647341,0.134205201403009,0
-0.0215156696956106,-0.0274748247583666,0
-0.0177048930657199,-0.100430897394187,0
-0.0486153124694533,-0.0622654959827554,0
0.106201213705596,1.36112917481385,1
0.0328128530388825,-0.113675476184635,1
0.0769997400514085,-0.946926739587445,1
0.110347328733927,0.476593716249731,1
1.41838137421506,3.21268813329198,1
-0.0508541059872252,0.0482017282394481,0
1.44541231850068,0.129416117078127,1
-0.0235075450353458,-0.0642889226880028,0
2.34669542557483,1.84355480819351,1
0.0218416903822378,-0.0274748247583666,0
-0.049150284855175,-0.0101432204173492,0
0.223945380495154,3.10299065393102,1
2.1438542740282,0.489547323569579,1
-0.0851590453870264,-0.0980538914394958,0
0.0535771262489951,-2.22441068424398,1
2.12868857313295,1.05787542159375,1
2.38659400575209,1.33546578134007,1
-0.127942792823117,0.350958665739167,1
2.49893234540187,2.19893220841318,1
2.59687404339497,0.855150640529443,1
0.16094880419116,0.212775484751511,0
0.030854150622581,0.134401514807622,0
-0.0622654959827554,-0.0478107008607671,0
2.44657006392008,3.54809053826257,1
1.86462962148267,2.42397642119178,1
0.333276462883004,-1.31051525647976,1
-0.145607005434371,1.05106337601687,1
-0.0232231533377587,-0.0215156696956106,0
0.472923711313773,2.24103275099986,1
0.453983403773717,-1.84170199441916,1
0.0130370870799267,0.0482017282394481,0
-0.00625809226104632,0.147550986268255,0
0.00881402360268531,-0.0020292598060723,0
0.363435085652291,-0.591102324225816,1
2.53249980631942,3.07737650832069,1
-0.165515278421839,-0.150473231687983,0
-0.0341953547637541,-0.11657514027082,0
0.402886334043557,2.54328795315531,1
-0.1429856011244,-0.144001668453319,0
2.44193998679543,2.71464626389549,1
0.00875275338543986,-0.00767339221163277,0
1.44986118187551,2.59322205072028,1
-0.0588292180973553,-0.0482405610340899,0
0.389357850976598,1.7373936799277,1
1.47509009322863,3.18039935485429,1
0.412573557632512,2.44841902152073,1
0.162527516669178,-0.515108679731566,1
-0.0365886784545753,0.0482017282394481,0
-0.0159905446138252,-0.176317259588422,0
0.23623529017085,4.12268988352685,1
-0.0482405610340899,-0.141482578715643,0
-0.0879126355407804,-0.0393242342005104,0
-0.0953208339933022,-1.26846717488886,1
-0.0853905615921666,-0.176317259588422,0
-0.00767339221163277,-0.0683796981123726,0
-0.167044499260946,-1.09358886876404,1
0.0998871267445463,-0.895038242537358,1
0.0736908480424482,-0.0393242342005104,0
0.0203170036647341,0.137777286609522,0
0.091910144703825,-0.412818169165557,1
2.55961446631404,3.50071696525021,1
-0.0341953547637541,-0.0478107008607671,0
-0.0791265702547987,0.823917353642045,1
-0.15949063522364,-2.48571085922508,1
-0.0694366505608766,-0.112355445992388,0
0.415587207790236,0.729208497589977,1
0.157123652254889,1.72837484986744,1
0.0471154772109909,0.0267063667352834,0
-0.0177048930657199,-0.153966187524541,0
0.131457556049546,2.25650814427722,1
-0.0118511177415522,-0.0799454703736757,0
0.160189002482453,3.08544746891924,1
-0.0110443980835122,0.0527609087193212,0
0.0807835944131071,0.101930171211201,0
-0.0159598947958419,0.407094613365168,1
1.50181056917028,0.214964747450481,1
0.181195144849672,-3.04351326862123,1
-0.0235075450353458,-0.0429857764076748,0
-0.136228468605535,-0.355813180848424,0
0.123088803311641,0.212775484751511,0
0.00755162129829077,-0.1429856011244,0
1.44834888802992,2.81289600816669,1
0.127874179308221,0.0703651384942035,0
-0.102653594963011,-0.262009734011708,0
0.0770163642778355,1.5051835923194,1
1.31588864679188,0.424559192668341,1
1.75035379765095,3.83780930064425,1
0.0993012754217978,-1.44709943343541,1
0.315739307835506,-0.00291732890253987,1
0.0527609087193212,0.0548976618990162,0
2.26752128028234,1.82676628844317,1
0.0721676034741534,1.31488127160654,1
0.166849532081527,1.38531976303089,1
0.0334553992815826,0.100857450357568,0
-0.169464851942631,-0.0362192989384949,0
2.51419511778573,2.5615018105356,1
-0.0159905446138252,-0.132465506910217,0
-0.0836436632904125,-0.102653594963011,0
-0.0508541059872252,0.0527609087193212,0
-0.00340250504133801,-0.141482578715643,0
0.379628818825468,-0.963765903947072,1
0.00970943470932269,1.27257907303317,1
2.34081088972693,0.162775504202047,1
2.30365030322465,4.34357505198962,1
0.191165776359973,-1.28024385364536,1
0.00394980710682607,-0.0158358000548528,1
0.18957684234464,-1.43130844578663,1
-0.0187400593173075,-2.16216712724698,1
1.68068297934428,-0.672929591428086,1
-0.125891557322003,-0.0853905615921666,0
-0.0148039342759156,0.206421693399894,1
-0.0405732406181614,-0.0622827021996814,0
0.0482017282394481,0.0274641515507724,0
0.015913216690651,2.41156321687347,1
1.44671560320404,2.4487607752815,1
0.39088318765023,1.40277267935018,1
-0.169464851942631,-0.0725178322491876,0
0.0482017282394481,0.0527609087193212,0
0.100857450357568,0.136840333260936,0
-0.00364290261200439,3.63915618558641,1
-0.0296793770163795,-0.0622654959827554,0
-0.136228468605535,-0.439515523104477,0
-0.169464851942631,0.0997485049944079,0
1.59117975317017,2.24988361291751,1
2.28431690143313,2.79216362829643,1
2.10789479835697,0.163970742362852,1
1.48977716564175,0.564773807018275,1
-0.0110443980835122,0.0274641515507724,0
-0.0495139240882663,-0.0836436632904125,0
-0.0232231533377587,-0.0224224419269663,0
-0.0523276947803627,-0.0879126355407804,0
-0.0403135453469754,-0.187915679892869,0
-0.136228468605535,-0.295627253851052,0
-0.0159598947958419,0.0820970182918914,0
0.3359932433725,-1.09341619788872,1
0.0391772063010365,-1.3229832194265,1
-0.0403135453469754,0.106978636959327,0
0.0675513204041403,0.114224076609681,0
-0.0403135453469754,-0.281934943772696,1
0.106978636959327,-0.400885216349335,1
-0.295627253851052,-0.31209524815319,0
0.0130370870799267,-0.0365886784545753,0
1.74455583940707,2.14695779951348,1
0.0848246669156112,-0.98256721736838,1
2.56589216672372,3.28421796041222,1
2.49588299030078,0.295546263447022,1
2.54246660787947,3.59165538006606,1
0.231574290918608,-0.609569169742259,1
0.0025038032943207,-0.0482405610340899,0
-0.0403135453469754,0.0820970182918914,0
1.51959976445927,-1.23655806774076,1
-0.00767339221163277,-0.0274748247583666,0
0.0487148896408128,0.0239615749707717,0
-0.0218164393654175,0.0279017020467537,0
1.35842737301228,-0.233363159737847,1
0.209187121262637,2.56939307691993,1
-0.113713962853669,-1.34447938635465,1
0.0248484382727269,-0.133485699586458,0
-0.0343796043281032,4.45975810593136,1
0.0221874736452412,1.59670561504483,1
0.134186893941609,0.0480017790459169,1
2.40716568663865,2.63438103556564,1
0.0567484339671792,-0.757616443376889,1
0.305258568132281,-0.614075695591508,1
2.51972596667462,2.94396189369886,1
0.0736908480424482,-0.128510942412137,0
-0.125337818922375,-0.176317259588422,0
-0.162143959553594,0.207893477643343,1
-0.0403135453469754,0.0471154772109909,0
1.91038000761563,4.45079796513878,1
-0.0622827021996814,0.114224076609681,0
2.32428685114492,3.14267495350275,1
2.52807658162983,4.87128526380671,1
2.46461720812297,0.937044666465894,1
1.4151922140699,2.31084581155669,1
-0.0341953547637541,-0.0292953440632684,0
-0.0523276947803627,-0.0135642711221142,0
0.286222930081386,4.78514350892629,1
0.0456332990175976,-0.0213544890172625,0
-0.0339278424409091,0.0820970182918914,0
-0.0694366505608766,-0.0879126355407804,0
-0.31209524815319,-0.439515523104477,0
0.0779726425769484,-0.103058082385528,0
0.114880741635536,2.8507231731371,1
0.220182649442636,3.99694577340073,1
-0.115959997340784,0.927334132552694,1
-0.0101432204173492,0.147550986268255,0
1.07181483390564,0.120559146599841,1
-0.00858275815415076,0.0527609087193212,0
0.26955026978545,1.3145581305861,1
-0.0913593000001079,-0.103058082385528,0
2.54897251551381,1.38685853134416,1
2.37794973668623,1.97538560879878,1
0.0310728826159087,-2.83467604071896,1
0.0203170036647341,0.137860398279001,0
1.3748781770945,1.8378705827108,1
0.0505367139349954,0.42492713285848,1
2.27921075642603,0.70601219080399,1
0.0219085784854942,0.0482017282394481,0
0.258039318473826,3.9827625129563,1
-0.0405732406181614,0.0703651384942035,0
-0.0204536338003721,-0.0235075450353458,0
-0.0622654959827554,-0.0563030750465808,0
0.431827951639378,-0.742806912000702,1
0.092811709755516,0.0736908480424482,0
0.0203170036647341,0.0341233845487003,0
-0.0244164138737239,0.120107723587492,0
0.030854150622581,0.101930171211201,0
0.384271667785235,0.68954776436089,1
-0.0971243903167636,0.0703651384942035,0
0.0279190167967203,-0.138264539689645,0
-0.211519218651403,-0.150473231687983,0
0.101930171211201,0.147550986268255,0
-0.0177048930657199,-0.0482405610340899,0
-0.0365886784545753,0.0148014343803175,0
-0.165868135339852,-0.151595347814016,1
0.16529371759873,-1.05755188140355,1
